"","histname","longname","year","histcode","franchise","so","g"
"2004"," New York Mets","2002 New York Mets",2002,"NYM","NYM",1044,161
"2005"," New York Yankees","2002 New York Yankees",2002,"NYY","NYY",1171,161
"2006"," Oakland Athletics","2002 Oakland Athletics",2002,"OAK","OAK",1008,162
"2007"," Philadelphia Phillies","2002 Philadelphia Phillies",2002,"PHI","PHI",1095,161
"2008"," Pittsburgh Pirates","2002 Pittsburgh Pirates",2002,"PIT","PIT",1109,161
"2009"," San Diego Padres","2002 San Diego Padres",2002,"SDP","SDP",1062,162
"2010"," Seattle Mariners","2002 Seattle Mariners",2002,"SEA","SEA",1003,162
"2011"," San Francisco Giants","2002 San Francisco Giants",2002,"SFG","SFG",961,162
"2012"," St. Louis Cardinals","2002 St. Louis Cardinals",2002,"STL","STL",927,162
"2013"," Tampa Bay Devil Rays","2002 Tampa Bay Devil Rays",2002,"TBD","TBD",1115,161
"2014"," Texas Rangers","2002 Texas Rangers",2002,"TEX","TEX",1055,162
"2015"," Toronto Blue Jays","2002 Toronto Blue Jays",2002,"TOR","TOR",1142,162
"2016"," Montreal Expos","2002 Montreal Expos",2002,"MON","WSN",1104,162
"2017"," Anaheim Angels","2003 Anaheim Angels",2003,"ANA","ANA",838,162
"2018"," Arizona Diamondbacks","2003 Arizona Diamondbacks",2003,"ARI","ARI",1006,162
"2019"," Atlanta Braves","2003 Atlanta Braves",2003,"ATL","ATL",933,162
"2020"," Baltimore Orioles","2003 Baltimore Orioles",2003,"BAL","BAL",902,163
"2021"," Boston Red Sox","2003 Boston Red Sox",2003,"BOS","BOS",943,162
"2022"," Chicago Cubs","2003 Chicago Cubs",2003,"CHC","CHC",1158,162
"2023"," Chicago White Sox","2003 Chicago White Sox",2003,"CHW","CHW",916,162
"2024"," Cincinnati Reds","2003 Cincinnati Reds",2003,"CIN","CIN",1326,162
"2025"," Cleveland Indians","2003 Cleveland Indians",2003,"CLE","CLE",1062,162
"2026"," Colorado Rockies","2003 Colorado Rockies",2003,"COL","COL",1134,162
"2027"," Detroit Tigers","2003 Detroit Tigers",2003,"DET","DET",1099,162
"2028"," Florida Marlins","2003 Florida Marlins",2003,"FLA","FLA",978,162
"2029"," Houston Astros","2003 Houston Astros",2003,"HOU","HOU",1021,162
"2030"," Kansas City Royals","2003 Kansas City Royals",2003,"KCR","KCR",926,162
"2031"," Los Angeles Dodgers","2003 Los Angeles Dodgers",2003,"LAD","LAD",985,162
"2032"," Milwaukee Brewers","2003 Milwaukee Brewers",2003,"MIL","MIL",1221,162
"2033"," Minnesota Twins","2003 Minnesota Twins",2003,"MIN","MIN",1027,162
"2034"," New York Mets","2003 New York Mets",2003,"NYM","NYM",1035,161
"2035"," New York Yankees","2003 New York Yankees",2003,"NYY","NYY",1042,163
"2036"," Oakland Athletics","2003 Oakland Athletics",2003,"OAK","OAK",898,162
"2037"," Philadelphia Phillies","2003 Philadelphia Phillies",2003,"PHI","PHI",1155,162
"2038"," Pittsburgh Pirates","2003 Pittsburgh Pirates",2003,"PIT","PIT",1049,162
"2039"," San Diego Padres","2003 San Diego Padres",2003,"SDP","SDP",1073,162
"2040"," Seattle Mariners","2003 Seattle Mariners",2003,"SEA","SEA",989,162
"2041"," San Francisco Giants","2003 San Francisco Giants",2003,"SFG","SFG",980,161
"2042"," St. Louis Cardinals","2003 St. Louis Cardinals",2003,"STL","STL",952,162
"2043"," Tampa Bay Devil Rays","2003 Tampa Bay Devil Rays",2003,"TBD","TBD",1030,162
"2044"," Texas Rangers","2003 Texas Rangers",2003,"TEX","TEX",1052,162
"2045"," Toronto Blue Jays","2003 Toronto Blue Jays",2003,"TOR","TOR",1081,162
"2046"," Montreal Expos","2003 Montreal Expos",2003,"MON","WSN",990,162
"2047"," Anaheim Angels","2004 Anaheim Angels",2004,"ANA","ANA",942,162
"2048"," Arizona Diamondbacks","2004 Arizona Diamondbacks",2004,"ARI","ARI",1022,162
"2049"," Atlanta Braves","2004 Atlanta Braves",2004,"ATL","ATL",1158,162
"2050"," Baltimore Orioles","2004 Baltimore Orioles",2004,"BAL","BAL",949,162
"2051"," Boston Red Sox","2004 Boston Red Sox",2004,"BOS","BOS",1189,162
"2052"," Chicago Cubs","2004 Chicago Cubs",2004,"CHC","CHC",1080,162
"2053"," Chicago White Sox","2004 Chicago White Sox",2004,"CHW","CHW",1030,162
"2054"," Cincinnati Reds","2004 Cincinnati Reds",2004,"CIN","CIN",1335,162
"2055"," Cleveland Indians","2004 Cleveland Indians",2004,"CLE","CLE",1009,162
"2056"," Colorado Rockies","2004 Colorado Rockies",2004,"COL","COL",1181,162
"2057"," Detroit Tigers","2004 Detroit Tigers",2004,"DET","DET",1144,162
"2058"," Florida Marlins","2004 Florida Marlins",2004,"FLA","FLA",968,162
"2059"," Houston Astros","2004 Houston Astros",2004,"HOU","HOU",999,162
"2060"," Kansas City Royals","2004 Kansas City Royals",2004,"KCR","KCR",1057,162
"2061"," Los Angeles Dodgers","2004 Los Angeles Dodgers",2004,"LAD","LAD",1092,162
"2062"," Milwaukee Brewers","2004 Milwaukee Brewers",2004,"MIL","MIL",1312,161
"2063"," Minnesota Twins","2004 Minnesota Twins",2004,"MIN","MIN",982,162
"2064"," New York Mets","2004 New York Mets",2004,"NYM","NYM",1159,162
"2065"," New York Yankees","2004 New York Yankees",2004,"NYY","NYY",982,162
"2066"," Oakland Athletics","2004 Oakland Athletics",2004,"OAK","OAK",1061,162
"2067"," Philadelphia Phillies","2004 Philadelphia Phillies",2004,"PHI","PHI",1133,162
"2068"," Pittsburgh Pirates","2004 Pittsburgh Pirates",2004,"PIT","PIT",1066,161
"2069"," San Diego Padres","2004 San Diego Padres",2004,"SDP","SDP",910,162
"2070"," Seattle Mariners","2004 Seattle Mariners",2004,"SEA","SEA",1058,162
"2071"," San Francisco Giants","2004 San Francisco Giants",2004,"SFG","SFG",874,162
"2072"," St. Louis Cardinals","2004 St. Louis Cardinals",2004,"STL","STL",1085,162
"2073"," Tampa Bay Devil Rays","2004 Tampa Bay Devil Rays",2004,"TBD","TBD",944,161
"2074"," Texas Rangers","2004 Texas Rangers",2004,"TEX","TEX",1099,162
"2075"," Toronto Blue Jays","2004 Toronto Blue Jays",2004,"TOR","TOR",1083,161
"2076"," Montreal Expos","2004 Montreal Expos",2004,"MON","WSN",925,162
"2077"," Los Angeles Angels of Anaheim","2005 Los Angeles Angels of Anaheim",2005,"LAA","ANA",848,162
"2078"," Arizona Diamondbacks","2005 Arizona Diamondbacks",2005,"ARI","ARI",1094,162
"2079"," Atlanta Braves","2005 Atlanta Braves",2005,"ATL","ATL",1084,162
"2080"," Baltimore Orioles","2005 Baltimore Orioles",2005,"BAL","BAL",902,162
"2081"," Boston Red Sox","2005 Boston Red Sox",2005,"BOS","BOS",1044,162
"2082"," Chicago Cubs","2005 Chicago Cubs",2005,"CHC","CHC",920,162
"2083"," Chicago White Sox","2005 Chicago White Sox",2005,"CHW","CHW",1002,162
"2084"," Cincinnati Reds","2005 Cincinnati Reds",2005,"CIN","CIN",1303,163
"2085"," Cleveland Indians","2005 Cleveland Indians",2005,"CLE","CLE",1093,162
"2086"," Colorado Rockies","2005 Colorado Rockies",2005,"COL","COL",1103,162
"2087"," Detroit Tigers","2005 Detroit Tigers",2005,"DET","DET",1038,162
"2088"," Florida Marlins","2005 Florida Marlins",2005,"FLA","FLA",918,162
"2089"," Houston Astros","2005 Houston Astros",2005,"HOU","HOU",1037,163
"2090"," Kansas City Royals","2005 Kansas City Royals",2005,"KCR","KCR",1008,162
"2091"," Los Angeles Dodgers","2005 Los Angeles Dodgers",2005,"LAD","LAD",1094,162
"2092"," Milwaukee Brewers","2005 Milwaukee Brewers",2005,"MIL","MIL",1162,162
"2093"," Minnesota Twins","2005 Minnesota Twins",2005,"MIN","MIN",978,162
"2094"," New York Mets","2005 New York Mets",2005,"NYM","NYM",1075,162
"2095"," New York Yankees","2005 New York Yankees",2005,"NYY","NYY",989,162
"2096"," Oakland Athletics","2005 Oakland Athletics",2005,"OAK","OAK",819,162
"2097"," Philadelphia Phillies","2005 Philadelphia Phillies",2005,"PHI","PHI",1083,162
"2098"," Pittsburgh Pirates","2005 Pittsburgh Pirates",2005,"PIT","PIT",1092,162
"2099"," San Diego Padres","2005 San Diego Padres",2005,"SDP","SDP",977,162
"2100"," Seattle Mariners","2005 Seattle Mariners",2005,"SEA","SEA",986,162
"2101"," San Francisco Giants","2005 San Francisco Giants",2005,"SFG","SFG",901,162
"2102"," St. Louis Cardinals","2005 St. Louis Cardinals",2005,"STL","STL",947,162
"2103"," Tampa Bay Devil Rays","2005 Tampa Bay Devil Rays",2005,"TBD","TBD",990,162
"2104"," Texas Rangers","2005 Texas Rangers",2005,"TEX","TEX",1112,162
"2105"," Toronto Blue Jays","2005 Toronto Blue Jays",2005,"TOR","TOR",955,162
"2106"," Washington Nationals","2005 Washington Nationals",2005,"WSN","WSN",1090,162
"2107"," Los Angeles Angels of Anaheim","2006 Los Angeles Angels of Anaheim",2006,"LAA","ANA",914,162
"2108"," Arizona Diamondbacks","2006 Arizona Diamondbacks",2006,"ARI","ARI",965,162
"2109"," Atlanta Braves","2006 Atlanta Braves",2006,"ATL","ATL",1169,162
"2110"," Baltimore Orioles","2006 Baltimore Orioles",2006,"BAL","BAL",878,162
"2111"," Boston Red Sox","2006 Boston Red Sox",2006,"BOS","BOS",1056,162
"2112"," Chicago Cubs","2006 Chicago Cubs",2006,"CHC","CHC",928,162
"2113"," Chicago White Sox","2006 Chicago White Sox",2006,"CHW","CHW",1056,162
"2114"," Cincinnati Reds","2006 Cincinnati Reds",2006,"CIN","CIN",1192,162
"2115"," Cleveland Indians","2006 Cleveland Indians",2006,"CLE","CLE",1204,162
"2116"," Colorado Rockies","2006 Colorado Rockies",2006,"COL","COL",1108,162
"2117"," Detroit Tigers","2006 Detroit Tigers",2006,"DET","DET",1133,162
"2118"," Florida Marlins","2006 Florida Marlins",2006,"FLA","FLA",1249,162
"2119"," Houston Astros","2006 Houston Astros",2006,"HOU","HOU",1076,162
"2120"," Kansas City Royals","2006 Kansas City Royals",2006,"KCR","KCR",1040,162
"2121"," Los Angeles Dodgers","2006 Los Angeles Dodgers",2006,"LAD","LAD",959,162
"2122"," Milwaukee Brewers","2006 Milwaukee Brewers",2006,"MIL","MIL",1233,162
"2123"," Minnesota Twins","2006 Minnesota Twins",2006,"MIN","MIN",872,162
"2124"," New York Mets","2006 New York Mets",2006,"NYM","NYM",1071,162
"2125"," New York Yankees","2006 New York Yankees",2006,"NYY","NYY",1053,162
"2126"," Oakland Athletics","2006 Oakland Athletics",2006,"OAK","OAK",976,162
"2127"," Philadelphia Phillies","2006 Philadelphia Phillies",2006,"PHI","PHI",1203,162
"2128"," Pittsburgh Pirates","2006 Pittsburgh Pirates",2006,"PIT","PIT",1200,162
"2129"," San Diego Padres","2006 San Diego Padres",2006,"SDP","SDP",1104,162
"2130"," Seattle Mariners","2006 Seattle Mariners",2006,"SEA","SEA",974,162
"2131"," San Francisco Giants","2006 San Francisco Giants",2006,"SFG","SFG",891,161
"2132"," St. Louis Cardinals","2006 St. Louis Cardinals",2006,"STL","STL",922,161
"2133"," Tampa Bay Devil Rays","2006 Tampa Bay Devil Rays",2006,"TBD","TBD",1106,162
"2134"," Texas Rangers","2006 Texas Rangers",2006,"TEX","TEX",1061,162
"2135"," Toronto Blue Jays","2006 Toronto Blue Jays",2006,"TOR","TOR",906,162
"2136"," Washington Nationals","2006 Washington Nationals",2006,"WSN","WSN",1156,162
"2137"," Los Angeles Angels of Anaheim","2007 Los Angeles Angels of Anaheim",2007,"LAA","ANA",883,162
"2138"," Arizona Diamondbacks","2007 Arizona Diamondbacks",2007,"ARI","ARI",1111,162
"2139"," Atlanta Braves","2007 Atlanta Braves",2007,"ATL","ATL",1149,162
"2140"," Baltimore Orioles","2007 Baltimore Orioles",2007,"BAL","BAL",939,162
"2141"," Boston Red Sox","2007 Boston Red Sox",2007,"BOS","BOS",1042,162
"2142"," Chicago Cubs","2007 Chicago Cubs",2007,"CHC","CHC",1054,162
"2143"," Chicago White Sox","2007 Chicago White Sox",2007,"CHW","CHW",1149,162
"2144"," Cincinnati Reds","2007 Cincinnati Reds",2007,"CIN","CIN",1113,162
"2145"," Cleveland Indians","2007 Cleveland Indians",2007,"CLE","CLE",1202,162
"2146"," Colorado Rockies","2007 Colorado Rockies",2007,"COL","COL",1152,163
"2147"," Detroit Tigers","2007 Detroit Tigers",2007,"DET","DET",1054,162
"2148"," Florida Marlins","2007 Florida Marlins",2007,"FLA","FLA",1332,162
"2149"," Houston Astros","2007 Houston Astros",2007,"HOU","HOU",1043,162
"2150"," Kansas City Royals","2007 Kansas City Royals",2007,"KCR","KCR",1069,162
"2151"," Los Angeles Dodgers","2007 Los Angeles Dodgers",2007,"LAD","LAD",864,162
"2152"," Milwaukee Brewers","2007 Milwaukee Brewers",2007,"MIL","MIL",1137,162
"2153"," Minnesota Twins","2007 Minnesota Twins",2007,"MIN","MIN",839,162
"2154"," New York Mets","2007 New York Mets",2007,"NYM","NYM",981,162
"2155"," New York Yankees","2007 New York Yankees",2007,"NYY","NYY",991,162
"2156"," Oakland Athletics","2007 Oakland Athletics",2007,"OAK","OAK",1119,162
"2157"," Philadelphia Phillies","2007 Philadelphia Phillies",2007,"PHI","PHI",1205,162
"2158"," Pittsburgh Pirates","2007 Pittsburgh Pirates",2007,"PIT","PIT",1135,162
"2159"," San Diego Padres","2007 San Diego Padres",2007,"SDP","SDP",1229,163
"2160"," Seattle Mariners","2007 Seattle Mariners",2007,"SEA","SEA",861,162
"2161"," San Francisco Giants","2007 San Francisco Giants",2007,"SFG","SFG",907,162
"2162"," St. Louis Cardinals","2007 St. Louis Cardinals",2007,"STL","STL",909,162
"2163"," Tampa Bay Devil Rays","2007 Tampa Bay Devil Rays",2007,"TBD","TBD",1324,162
"2164"," Texas Rangers","2007 Texas Rangers",2007,"TEX","TEX",1224,162
"2165"," Toronto Blue Jays","2007 Toronto Blue Jays",2007,"TOR","TOR",1044,162
"2166"," Washington Nationals","2007 Washington Nationals",2007,"WSN","WSN",1128,162
"2167"," Los Angeles Angels of Anaheim","2008 Los Angeles Angels of Anaheim",2008,"LAA","ANA",987,162
"2168"," Arizona Diamondbacks","2008 Arizona Diamondbacks",2008,"ARI","ARI",1287,162
"2169"," Atlanta Braves","2008 Atlanta Braves",2008,"ATL","ATL",1023,162
"2170"," Baltimore Orioles","2008 Baltimore Orioles",2008,"BAL","BAL",990,161
"2171"," Boston Red Sox","2008 Boston Red Sox",2008,"BOS","BOS",1068,162
"2172"," Chicago Cubs","2008 Chicago Cubs",2008,"CHC","CHC",1186,161
"2173"," Chicago White Sox","2008 Chicago White Sox",2008,"CHW","CHW",1016,163
"2174"," Cincinnati Reds","2008 Cincinnati Reds",2008,"CIN","CIN",1125,162
"2175"," Cleveland Indians","2008 Cleveland Indians",2008,"CLE","CLE",1213,162
"2176"," Colorado Rockies","2008 Colorado Rockies",2008,"COL","COL",1209,162
"2177"," Detroit Tigers","2008 Detroit Tigers",2008,"DET","DET",1076,162
"2178"," Florida Marlins","2008 Florida Marlins",2008,"FLA","FLA",1371,161
"2179"," Houston Astros","2008 Houston Astros",2008,"HOU","HOU",1051,161
"2180"," Kansas City Royals","2008 Kansas City Royals",2008,"KCR","KCR",1005,162
"2181"," Los Angeles Dodgers","2008 Los Angeles Dodgers",2008,"LAD","LAD",1032,162
"2182"," Milwaukee Brewers","2008 Milwaukee Brewers",2008,"MIL","MIL",1203,162
"2183"," Minnesota Twins","2008 Minnesota Twins",2008,"MIN","MIN",979,163
"2184"," New York Mets","2008 New York Mets",2008,"NYM","NYM",1024,162
"2185"," New York Yankees","2008 New York Yankees",2008,"NYY","NYY",1015,162
"2186"," Oakland Athletics","2008 Oakland Athletics",2008,"OAK","OAK",1226,161
"2187"," Philadelphia Phillies","2008 Philadelphia Phillies",2008,"PHI","PHI",1117,162
"2188"," Pittsburgh Pirates","2008 Pittsburgh Pirates",2008,"PIT","PIT",1039,162
"2189"," San Diego Padres","2008 San Diego Padres",2008,"SDP","SDP",1259,162
"2190"," Seattle Mariners","2008 Seattle Mariners",2008,"SEA","SEA",890,162
"2191"," San Francisco Giants","2008 San Francisco Giants",2008,"SFG","SFG",1044,162
"2192"," St. Louis Cardinals","2008 St. Louis Cardinals",2008,"STL","STL",985,162
"2193"," Tampa Bay Rays","2008 Tampa Bay Rays",2008,"TBR","TBD",1224,162
"2194"," Texas Rangers","2008 Texas Rangers",2008,"TEX","TEX",1207,162
"2195"," Toronto Blue Jays","2008 Toronto Blue Jays",2008,"TOR","TOR",938,162
"2196"," Washington Nationals","2008 Washington Nationals",2008,"WSN","WSN",1095,161
"2197"," Los Angeles Angels of Anaheim","2009 Los Angeles Angels of Anaheim",2009,"LAA","ANA",1054,162
"2198"," Arizona Diamondbacks","2009 Arizona Diamondbacks",2009,"ARI","ARI",1298,162
"2199"," Atlanta Braves","2009 Atlanta Braves",2009,"ATL","ATL",1064,162
"2200"," Baltimore Orioles","2009 Baltimore Orioles",2009,"BAL","BAL",1013,162
"2201"," Boston Red Sox","2009 Boston Red Sox",2009,"BOS","BOS",1120,162
"2202"," Chicago Cubs","2009 Chicago Cubs",2009,"CHC","CHC",1185,161
"2203"," Chicago White Sox","2009 Chicago White Sox",2009,"CHW","CHW",1022,162
"2204"," Cincinnati Reds","2009 Cincinnati Reds",2009,"CIN","CIN",1129,162
"2205"," Cleveland Indians","2009 Cleveland Indians",2009,"CLE","CLE",1211,162
"2206"," Colorado Rockies","2009 Colorado Rockies",2009,"COL","COL",1277,162
"2207"," Detroit Tigers","2009 Detroit Tigers",2009,"DET","DET",1114,163
"2208"," Florida Marlins","2009 Florida Marlins",2009,"FLA","FLA",1226,162
"2209"," Houston Astros","2009 Houston Astros",2009,"HOU","HOU",990,162
"2210"," Kansas City Royals","2009 Kansas City Royals",2009,"KCR","KCR",1091,162
"2211"," Los Angeles Dodgers","2009 Los Angeles Dodgers",2009,"LAD","LAD",1068,162
"2212"," Milwaukee Brewers","2009 Milwaukee Brewers",2009,"MIL","MIL",1231,162
"2213"," Minnesota Twins","2009 Minnesota Twins",2009,"MIN","MIN",1021,163
"2214"," New York Mets","2009 New York Mets",2009,"NYM","NYM",928,162
"2215"," New York Yankees","2009 New York Yankees",2009,"NYY","NYY",1014,162
"2216"," Oakland Athletics","2009 Oakland Athletics",2009,"OAK","OAK",1046,162
"2217"," Philadelphia Phillies","2009 Philadelphia Phillies",2009,"PHI","PHI",1155,162
"2218"," Pittsburgh Pirates","2009 Pittsburgh Pirates",2009,"PIT","PIT",1142,161
"2219"," San Diego Padres","2009 San Diego Padres",2009,"SDP","SDP",1182,162
"2220"," Seattle Mariners","2009 Seattle Mariners",2009,"SEA","SEA",1093,162
"2221"," San Francisco Giants","2009 San Francisco Giants",2009,"SFG","SFG",1158,162
"2222"," St. Louis Cardinals","2009 St. Louis Cardinals",2009,"STL","STL",1041,162
"2223"," Tampa Bay Rays","2009 Tampa Bay Rays",2009,"TBR","TBD",1229,162
"2224"," Texas Rangers","2009 Texas Rangers",2009,"TEX","TEX",1253,162
"2225"," Toronto Blue Jays","2009 Toronto Blue Jays",2009,"TOR","TOR",1028,162
"2226"," Washington Nationals","2009 Washington Nationals",2009,"WSN","WSN",1208,162
"2227"," Los Angeles Angels of Anaheim","2010 Los Angeles Angels of Anaheim",2010,"LAA","ANA",1070,162
"2228"," Arizona Diamondbacks","2010 Arizona Diamondbacks",2010,"ARI","ARI",1529,162
"2229"," Atlanta Braves","2010 Atlanta Braves",2010,"ATL","ATL",1140,162
"2230"," Baltimore Orioles","2010 Baltimore Orioles",2010,"BAL","BAL",1056,162
"2231"," Boston Red Sox","2010 Boston Red Sox",2010,"BOS","BOS",1140,162
"2232"," Chicago Cubs","2010 Chicago Cubs",2010,"CHC","CHC",1236,162
"2233"," Chicago White Sox","2010 Chicago White Sox",2010,"CHW","CHW",922,162
"2234"," Cincinnati Reds","2010 Cincinnati Reds",2010,"CIN","CIN",1218,162
"2235"," Cleveland Indians","2010 Cleveland Indians",2010,"CLE","CLE",1184,162
"2236"," Colorado Rockies","2010 Colorado Rockies",2010,"COL","COL",1274,162
"2237"," Detroit Tigers","2010 Detroit Tigers",2010,"DET","DET",1147,162
"2238"," Florida Marlins","2010 Florida Marlins",2010,"FLA","FLA",1375,162
"2239"," Houston Astros","2010 Houston Astros",2010,"HOU","HOU",1025,162
"2240"," Kansas City Royals","2010 Kansas City Royals",2010,"KCR","KCR",905,162
"2241"," Los Angeles Dodgers","2010 Los Angeles Dodgers",2010,"LAD","LAD",1184,162
"2242"," Milwaukee Brewers","2010 Milwaukee Brewers",2010,"MIL","MIL",1216,162
"2243"," Minnesota Twins","2010 Minnesota Twins",2010,"MIN","MIN",967,162
"2244"," New York Mets","2010 New York Mets",2010,"NYM","NYM",1095,162
"2245"," New York Yankees","2010 New York Yankees",2010,"NYY","NYY",1136,162
"2246"," Oakland Athletics","2010 Oakland Athletics",2010,"OAK","OAK",1061,162
"2247"," Philadelphia Phillies","2010 Philadelphia Phillies",2010,"PHI","PHI",1064,162
"2248"," Pittsburgh Pirates","2010 Pittsburgh Pirates",2010,"PIT","PIT",1207,162
"2249"," San Diego Padres","2010 San Diego Padres",2010,"SDP","SDP",1183,162
"2250"," Seattle Mariners","2010 Seattle Mariners",2010,"SEA","SEA",1184,162
"2251"," San Francisco Giants","2010 San Francisco Giants",2010,"SFG","SFG",1099,162
"2252"," St. Louis Cardinals","2010 St. Louis Cardinals",2010,"STL","STL",1027,162
"2253"," Tampa Bay Rays","2010 Tampa Bay Rays",2010,"TBR","TBD",1292,162
"2254"," Texas Rangers","2010 Texas Rangers",2010,"TEX","TEX",986,162
"2255"," Toronto Blue Jays","2010 Toronto Blue Jays",2010,"TOR","TOR",1164,162
"2256"," Washington Nationals","2010 Washington Nationals",2010,"WSN","WSN",1220,162
"2257"," Los Angeles Angels of Anaheim","2011 Los Angeles Angels of Anaheim",2011,"LAA","ANA",1086,162
"2258"," Arizona Diamondbacks","2011 Arizona Diamondbacks",2011,"ARI","ARI",1249,162
"2259"," Atlanta Braves","2011 Atlanta Braves",2011,"ATL","ATL",1260,162
"2260"," Baltimore Orioles","2011 Baltimore Orioles",2011,"BAL","BAL",1120,162
"2261"," Boston Red Sox","2011 Boston Red Sox",2011,"BOS","BOS",1108,162
"2262"," Chicago Cubs","2011 Chicago Cubs",2011,"CHC","CHC",1202,162
"2263"," Chicago White Sox","2011 Chicago White Sox",2011,"CHW","CHW",989,162
"2264"," Cincinnati Reds","2011 Cincinnati Reds",2011,"CIN","CIN",1250,162
"2265"," Cleveland Indians","2011 Cleveland Indians",2011,"CLE","CLE",1269,162
"2266"," Colorado Rockies","2011 Colorado Rockies",2011,"COL","COL",1201,162
"2267"," Detroit Tigers","2011 Detroit Tigers",2011,"DET","DET",1143,162
"2268"," Florida Marlins","2011 Florida Marlins",2011,"FLA","FLA",1244,162
"2269"," Houston Astros","2011 Houston Astros",2011,"HOU","HOU",1164,162
"2270"," Kansas City Royals","2011 Kansas City Royals",2011,"KCR","KCR",1006,162
"2271"," Los Angeles Dodgers","2011 Los Angeles Dodgers",2011,"LAD","LAD",1087,161
"2272"," Milwaukee Brewers","2011 Milwaukee Brewers",2011,"MIL","MIL",1083,162
"2273"," Minnesota Twins","2011 Minnesota Twins",2011,"MIN","MIN",1048,162
"2274"," New York Mets","2011 New York Mets",2011,"NYM","NYM",1085,162
"2275"," New York Yankees","2011 New York Yankees",2011,"NYY","NYY",1138,162
"2276"," Oakland Athletics","2011 Oakland Athletics",2011,"OAK","OAK",1094,162
"2277"," Philadelphia Phillies","2011 Philadelphia Phillies",2011,"PHI","PHI",1024,162
"2278"," Pittsburgh Pirates","2011 Pittsburgh Pirates",2011,"PIT","PIT",1308,162
"2279"," San Diego Padres","2011 San Diego Padres",2011,"SDP","SDP",1320,162
"2280"," Seattle Mariners","2011 Seattle Mariners",2011,"SEA","SEA",1280,162
"2281"," San Francisco Giants","2011 San Francisco Giants",2011,"SFG","SFG",1122,162
"2282"," St. Louis Cardinals","2011 St. Louis Cardinals",2011,"STL","STL",978,162
"2283"," Tampa Bay Rays","2011 Tampa Bay Rays",2011,"TBR","TBD",1193,162
"2284"," Texas Rangers","2011 Texas Rangers",2011,"TEX","TEX",930,162
"2285"," Toronto Blue Jays","2011 Toronto Blue Jays",2011,"TOR","TOR",1184,162
"2286"," Washington Nationals","2011 Washington Nationals",2011,"WSN","WSN",1323,161
"2287"," Los Angeles Angels of Anaheim","2012 Los Angeles Angels of Anaheim",2012,"LAA","ANA",1113,162
"2288"," Arizona Diamondbacks","2012 Arizona Diamondbacks",2012,"ARI","ARI",1266,162
"2289"," Atlanta Braves","2012 Atlanta Braves",2012,"ATL","ATL",1289,162
"2290"," Baltimore Orioles","2012 Baltimore Orioles",2012,"BAL","BAL",1315,162
"2291"," Boston Red Sox","2012 Boston Red Sox",2012,"BOS","BOS",1197,162
"2292"," Chicago Cubs","2012 Chicago Cubs",2012,"CHC","CHC",1235,162
"2293"," Chicago White Sox","2012 Chicago White Sox",2012,"CHW","CHW",1203,162
"2294"," Cincinnati Reds","2012 Cincinnati Reds",2012,"CIN","CIN",1266,162
"2295"," Cleveland Indians","2012 Cleveland Indians",2012,"CLE","CLE",1087,162
"2296"," Colorado Rockies","2012 Colorado Rockies",2012,"COL","COL",1213,162
"2297"," Detroit Tigers","2012 Detroit Tigers",2012,"DET","DET",1103,162
"2298"," Miami Marlins","2012 Miami Marlins",2012,"MIA","FLA",1228,162
"2299"," Houston Astros","2012 Houston Astros",2012,"HOU","HOU",1365,162
"2300"," Kansas City Royals","2012 Kansas City Royals",2012,"KCR","KCR",1032,162
"2301"," Los Angeles Dodgers","2012 Los Angeles Dodgers",2012,"LAD","LAD",1156,162
"2302"," Milwaukee Brewers","2012 Milwaukee Brewers",2012,"MIL","MIL",1240,162
"2303"," Minnesota Twins","2012 Minnesota Twins",2012,"MIN","MIN",1069,162
"2304"," New York Mets","2012 New York Mets",2012,"NYM","NYM",1250,162
"2305"," New York Yankees","2012 New York Yankees",2012,"NYY","NYY",1176,162
"2306"," Oakland Athletics","2012 Oakland Athletics",2012,"OAK","OAK",1387,162
"2307"," Philadelphia Phillies","2012 Philadelphia Phillies",2012,"PHI","PHI",1094,162
"2308"," Pittsburgh Pirates","2012 Pittsburgh Pirates",2012,"PIT","PIT",1354,162
"2309"," San Diego Padres","2012 San Diego Padres",2012,"SDP","SDP",1238,162
"2310"," Seattle Mariners","2012 Seattle Mariners",2012,"SEA","SEA",1259,162
"2311"," San Francisco Giants","2012 San Francisco Giants",2012,"SFG","SFG",1097,162
"2312"," St. Louis Cardinals","2012 St. Louis Cardinals",2012,"STL","STL",1192,162
"2313"," Tampa Bay Rays","2012 Tampa Bay Rays",2012,"TBR","TBD",1323,162
"2314"," Texas Rangers","2012 Texas Rangers",2012,"TEX","TEX",1103,162
"2315"," Toronto Blue Jays","2012 Toronto Blue Jays",2012,"TOR","TOR",1251,162
"2316"," Washington Nationals","2012 Washington Nationals",2012,"WSN","WSN",1325,162
